substrate,met_id,o2_bound,o2_percent,o2_flux,growth_rate,biomass_c,co2_flux,organic_c_flux,c_ex_fluxes,cue,bge,gge
Pyruvate,cpd00020,20.0,91.61265812754817,-20.0,0.565,24.285,31.991,3.727,"{'EX_cpd00029_e0': 3.705, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.467,0.432,0.405
Pyruvate,cpd00020,10.0,45.806329063774086,-10.0,0.345,14.831,21.216,23.955,"{'EX_cpd00029_e0': 23.942, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.646,0.411,0.247
Pyruvate,cpd00020,1.0,4.580632906377409,-1.0,0.142,6.119,18.593,35.289,"{'EX_cpd00029_e0': 35.284, 'EX_cpd15380_e0': 0.003, 'EX_cpd01042_e0': 0.002, 'EX_cpd00204_e0': 0.0}",0.69,0.248,0.102
Aspartate,cpd00041,1.6601116186521694,10.0,-1.66,0.275,11.826,27.28,20.895,"{'EX_cpd00029_e0': 20.884, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.545,0.302,0.197
Aspartate,cpd00041,3.3202232373043388,20.0,-3.32,0.313,13.458,26.905,19.639,"{'EX_cpd00029_e0': 19.627, 'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.552,0.333,0.224
Aspartate,cpd00041,4.980334855956508,30.000000000000004,-4.98,0.351,15.09,26.529,18.383,"{'EX_cpd00029_e0': 18.369, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.558,0.363,0.251
Aspartate,cpd00041,6.6404464746086775,40.0,-6.64,0.389,16.721,26.154,17.127,"{'EX_cpd00029_e0': 17.112, 'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.564,0.39,0.279
Aspartate,cpd00041,8.300558093260847,50.0,-8.301,0.427,18.353,25.779,15.87,"{'EX_cpd00029_e0': 15.854, 'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.57,0.416,0.306
Aspartate,cpd00041,9.960669711913017,60.00000000000001,-9.961,0.465,19.95,26.596,13.456,"{'EX_cpd00029_e0': 13.438, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.557,0.429,0.333
Aspartate,cpd00041,11.620781330565185,70.0,-11.621,0.501,21.52,28.385,10.098,"{'EX_cpd00029_e0': 10.078, 'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.527,0.431,0.359
Aspartate,cpd00041,13.280892949217355,80.0,-13.281,0.538,23.089,30.174,6.74,"{'EX_cpd00029_e0': 6.719, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.497,0.433,0.385
Aspartate,cpd00041,14.941004567869525,90.0,-14.941,0.574,24.659,31.963,3.382,"{'EX_cpd00029_e0': 3.359, 'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.467,0.436,0.411
Aspartate,cpd00041,16.601116186521693,100.0,-16.601,0.611,26.228,33.751,0.024,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.437,0.437,0.437
Aspartate,cpd00041,50.0,301.18456758103156,-16.601,0.611,26.228,33.751,0.024,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.437,0.437,0.437
Aspartate,cpd00041,40.0,240.94765406482526,-16.601,0.611,26.228,33.751,0.024,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.437,0.437,0.437
Aspartate,cpd00041,30.0,180.71074054861893,-16.601,0.611,26.228,33.751,0.024,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.437,0.437,0.437
Aspartate,cpd00041,20.0,120.47382703241263,-16.601,0.611,26.228,33.751,0.024,"{'EX_cpd15380_e0': 0.013, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.437,0.437,0.437
Aspartate,cpd00041,10.0,60.236913516206315,-10.0,0.465,19.987,26.639,13.376,"{'EX_cpd00029_e0': 13.358, 'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.556,0.429,0.333
Aspartate,cpd00041,1.0,6.023691351620631,-1.0,0.26,11.178,27.429,21.395,"{'EX_cpd00029_e0': 21.384, 'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.543,0.29,0.186
Glycine,cpd00033,1.8316040656279529,10.0,-1.832,0.249,10.698,49.293,0.01,"{'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.178,0.178,0.178
Glycine,cpd00033,3.6632081312559057,20.0,-3.663,0.285,12.248,47.743,0.011,"{'EX_cpd15380_e0': 0.006, 'EX_cpd01042_e0': 0.004, 'EX_cpd00204_e0': 0.001}",0.204,0.204,0.204
Glycine,cpd00033,5.494812196883859,30.0,-5.495,0.321,13.797,46.192,0.012,"{'EX_cpd15380_e0': 0.007, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.23,0.23,0.23
Glycine,cpd00033,7.326416262511811,40.0,-7.326,0.357,15.347,44.641,0.014,"{'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.005, 'EX_cpd00204_e0': 0.001}",0.256,0.256,0.256
Glycine,cpd00033,9.158020328139765,50.0,-9.158,0.393,16.897,43.09,0.015,"{'EX_cpd15380_e0': 0.008, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.282,0.282,0.282
Glycine,cpd00033,10.989624393767718,60.0,-10.99,0.429,18.446,41.54,0.017,"{'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.308,0.308,0.307
Glycine,cpd00033,12.82122845939567,70.0,-12.821,0.466,19.996,39.989,0.018,"{'EX_cpd15380_e0': 0.01, 'EX_cpd01042_e0': 0.007, 'EX_cpd00204_e0': 0.001}",0.334,0.333,0.333
Glycine,cpd00033,14.652832525023623,80.0,-14.653,0.502,21.545,38.438,0.019,"{'EX_cpd15380_e0': 0.011, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.359,0.359,0.359
Glycine,cpd00033,16.484436590651576,90.0,-16.484,0.538,23.095,36.887,0.021,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.008, 'EX_cpd00204_e0': 0.001}",0.385,0.385,0.385
Glycine,cpd00033,18.31604065627953,100.0,-18.316,0.574,24.644,35.337,0.022,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.411,0.411,0.411
Glycine,cpd00033,50.0,272.9847620362092,-18.316,0.574,24.644,35.337,0.022,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.411,0.411,0.411
Glycine,cpd00033,40.0,218.38780962896735,-18.316,0.574,24.644,35.337,0.022,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.411,0.411,0.411
Glycine,cpd00033,30.0,163.7908572217255,-18.316,0.574,24.644,35.337,0.022,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.411,0.411,0.411
Glycine,cpd00033,20.0,109.19390481448367,-18.316,0.574,24.644,35.337,0.022,"{'EX_cpd15380_e0': 0.012, 'EX_cpd01042_e0': 0.009, 'EX_cpd00204_e0': 0.001}",0.411,0.411,0.411
Glycine,cpd00033,10.0,54.59695240724184,-10.0,0.41,17.609,42.377,0.016,"{'EX_cpd15380_e0': 0.009, 'EX_cpd01042_e0': 0.006, 'EX_cpd00204_e0': 0.001}",0.294,0.294,0.293
Glycine,cpd00033,1.0,5.459695240724184,-1.0,0.233,9.995,49.997,0.009,"{'EX_cpd15380_e0': 0.005, 'EX_cpd01042_e0': 0.003, 'EX_cpd00204_e0': 0.0}",0.167,0.167,0.167
