,PC1,PC2,PC3,PC4,PC5
rxn05325_c0,8.638026791129003e-19,7.852826943571324e-18,-1.1012862813784199e-17,-3.231922002690839e-18,2.0780541472004108e-17
rxn11040_c0,-0.010681124044349783,-0.028323909380666357,-0.08608859774149377,0.04483878919831759,-0.021847617174389437
rxn03422_c0,0.020009312393062594,0.028239644628645946,-0.05119914537106528,0.13136215360548043,0.05823698476095189
rxn02895_c0,-0.07163889295546721,-0.09196001830432353,0.03569432664083556,-0.005820135218560936,0.0069014706641891115
rxn02934_c0,-0.011703572770780931,0.027173416145367287,0.03555751481931323,0.03168735148648803,-0.03581615232100367
rxn02508_c0,-1.278748824850107e-19,9.314587397935591e-21,-2.5427824963566937e-19,3.8270701941438885e-19,9.622833054257791e-20
rxn00420_c0,-0.012307033509634094,-0.015931681299647327,0.014252244026864343,-0.03067905515459182,0.020126469428315582
rxn14334_c0,-2.4809824550034174e-20,1.8709402683859164e-19,5.133315274672727e-20,-2.34211705994437e-19,4.459736088188385e-19
rxn00993_c0,0.120960561679541,-0.02941168137894774,0.020854906490624027,0.0042072400141823845,-0.021409867810669808
rxn05005_c0,2.6626341709341878e-21,4.158618664600233e-21,-9.80689703240283e-21,-4.0246927997330426e-21,-5.295288570403907e-21
rxn02939_c0,2.535542559818065e-21,8.170498751277583e-21,-8.839725709001441e-22,7.17335449688983e-21,1.0011967832254291e-20
rxn00048_c0,-1.1206798234944555e-19,-1.465568018669898e-18,4.84299872714754e-19,6.203621752407561e-19,-7.050550067079864e-20
rxn00853_c0,0.020009312393062584,0.02823964462864592,-0.05119914537106526,0.13136215360548037,0.05823698476095189
rxn05231_c0,-2.1143393903177675e-21,1.684608116703693e-20,-4.7263017326532545e-20,-1.2623842495681672e-20,-9.610124806834578e-21
rxn00283_c0,-0.016050103278343195,-0.030298192005289132,-0.06607437043422369,0.018654535742258362,-0.11355745310780654
rxn00726_c0,-2.1726061920909247e-19,-2.4391923948804055e-19,1.1424488563920276e-19,-7.855425330260456e-20,2.1474914351275126e-19
rxn00184_c0,-0.00028419935026834987,0.028658521956523422,-0.005577756623356673,0.02053316244585655,0.028592163081856074
rxn00379_c0,-0.00631676044940875,0.025542132361783446,-0.006235863914874476,0.014676597347524965,0.038556400353413976
rxn05330_c0,1.816908860960552e-18,4.683372932316042e-18,-1.15818393209325e-17,-1.6943196629784279e-18,1.930225844909979e-17
rxn02866_c0,0.010613941479087606,0.11535383928156878,-0.04201501101330593,-0.05002431813135913,0.004124514435724508
